chrom	start	end	nSites	recombRate	CI95LO	CI95HI
b'3'	5955000	5970000	762	2.7907327429982846e-09	2.060356422463653e-09	3.12214632846202e-09
b'3'	5970000	5985000	1048	4.157505962921117e-10	5.936023740109946e-11	1.3604486605123735e-09
b'3'	5985000	6000000	944	1.2543715202751226e-09	4.18317080707099e-10	1.9397301345803094e-09
b'3'	6000000	6015000	852	2.2484029153358463e-10	0	1.1398992812258259e-09
b'3'	6015000	6030000	774	5.228055604496056e-10	5.872211100223335e-11	1.4742823633513574e-09
b'3'	6030000	6045000	747	1.176953315880252e-09	4.023146057587408e-10	1.9117245763823945e-09
b'3'	6045000	6060000	863	1.1325178995029055e-09	3.4914265705048337e-10	1.881813158675461e-09
b'3'	6060000	6075000	615	1.975827470720366e-09	1.1275626095896006e-09	2.403211537745837e-09
b'3'	6075000	6090000	1012	1.4787572961650192e-09	6.067357176076499e-10	2.0568824827771745e-09
b'3'	6090000	6105000	1037	5.843723255656332e-10	9.316907249324116e-11	1.5227893529841141e-09
b'3'	6105000	6120000	903	2.908573931111254e-10	1.230686324698433e-11	1.191529674312179e-09
b'3'	6120000	6135000	796	2.9096524810549745e-10	1.241471824135637e-11	1.1916375293065511e-09
b'3'	6135000	6150000	352	2.6186993689740076e-10	0	1.2254469495222397e-09
b'3'	6150000	6165000	803	1.0403140820605438e-09	3.199853506754879e-10	1.8339559176441575e-09
b'3'	6165000	6180000	841	1.2019871999165423e-09	4.226481802090388e-10	1.8847323547728767e-09
b'3'	6180000	6195000	630	8.108793372576258e-10	1.698290188736081e-10	1.7220267780872774e-09
b'3'	6195000	6210000	565	1.2567797792570127e-09	4.2072533968898906e-10	1.9421383935621993e-09
b'3'	6210000	6225000	782	3.960669592730042e-10	9.503334179498495e-11	1.3139510613315124e-09
b'3'	6225000	6240000	495	1.1417873765046292e-09	3.5841213405220705e-10	1.8910826356771845e-09
b'3'	6240000	6255000	670	6.732087772759545e-10	1.3773803175410566e-10	1.5612609507403915e-09
b'3'	6255000	6270000	852	1.9507266559683168e-10	0	1.137649085290362e-09
b'3'	6270000	6285000	861	1.5156414178283294e-09	6.897764095035074e-10	2.0771029728547843e-09
b'3'	6285000	6300000	869	1.6565359124559926e-09	7.938065481189256e-10	2.1308808091508376e-09
b'3'	6300000	6315000	869	1.81753193746696e-10	0	1.09226959491138e-09
b'3'	6315000	6330000	824	4.83513757176121e-10	9.361208789180055e-11	1.4257056400228422e-09
b'3'	6330000	6345000	1138	9.92783971278343e-10	2.490924573513956e-10	1.8234674821445797e-09
b'3'	6345000	6360000	1151	8.350090050783471e-10	2.0691167260041902e-10	1.7277725070922963e-09
b'3'	6360000	6375000	1251	1.2672119504611054e-09	4.1097341344410986e-10	1.948415383012064e-09
b'3'	6375000	6390000	1122	9.369785271426697e-10	2.3081943760636288e-10	1.7725751523687014e-09
b'3'	6390000	6405000	1067	1.8282522713209567e-09	1.0265968376189258e-09	2.2853605836337827e-09
b'3'	6405000	6420000	818	8.948499611424634e-10	1.9243135175399683e-10	1.7069759775786729e-09
b'3'	6420000	6435000	1292	1.5386114994298961e-09	6.70379248057893e-10	2.1160069586524253e-09
b'3'	6435000	6450000	1113	1.6031081759368955e-09	7.302555621389036e-10	2.136129591830737e-09
b'3'	6450000	6465000	1018	5.292856320523189e-10	6.520218260494662e-11	1.4807624349540707e-09
b'3'	6465000	6480000	1293	5.277344938199502e-10	6.365104437257796e-11	1.479211296721702e-09
b'3'	6480000	6495000	1006	8.588450335954177e-10	2.3074770111748962e-10	1.7516085356093667e-09
b'3'	6495000	6510000	879	1.4306803286618169e-09	5.684521939381198e-10	2.012683774099168e-09
b'3'	6510000	6525000	1013	7.230275218500059e-10	1.4268082615005456e-10	1.6524170316461578e-09
b'3'	6525000	6540000	1052	2.149333145498808e-09	1.2842480141913554e-09	2.560344548188873e-09
b'3'	6540000	6555000	774	7.097409727489498e-10	1.2939427704899847e-10	1.639130482545102e-09
b'3'	6555000	6570000	621	1.2443973203286705e-09	3.8815878331167494e-10	1.9256007528796294e-09
b'3'	6570000	6585000	968	1.0843313731090917e-09	3.5220439184696506e-10	1.8477795389060789e-09
b'3'	6585000	6600000	180	7.129469460010868e-10	1.6835797763579748e-10	1.6452716190208215e-09
b'3'	6600000	6615000	838	1.1045819582117062e-09	3.7245497694957953e-10	1.8680301240086934e-09
b'3'	6615000	6630000	996	2.234977618224809e-09	1.4036789827406635e-09	2.603732217303067e-09
b'3'	6630000	6645000	1061	0	0	5.986470541508015e-10
b'3'	6645000	6660000	1164	3.195642231279291e-10	0	1.2429706966354554e-09
b'3'	6660000	6675000	929	8.921037457127509e-10	1.8968513632428435e-10	1.7042297621489604e-09
b'3'	6675000	6690000	957	4.4940558782688843e-10	9.617486815280816e-11	1.3624970430504465e-09
b'3'	6690000	6705000	1082	7.131425702399547e-10	1.685536018746654e-10	1.6454672432596895e-09
b'3'	6705000	6720000	1106	1.7409047854391576e-09	8.602886110134608e-10	2.2496898328652877e-09
b'3'	6720000	6735000	1078	1.4544869637024868e-09	5.922588289787897e-10	2.036490409139838e-09
b'3'	6735000	6750000	1062	2.024889109741126e-09	1.2387500253556084e-09	2.4328254500042744e-09
b'3'	6750000	6765000	1225	1.1654943694875026e-09	3.908556593659913e-10	1.9002656299896452e-09
b'3'	6765000	6780000	992	2.542938711513231e-10	0	1.217870883776162e-09
b'3'	6780000	6795000	854	6.418488910103131e-10	1.0637814548846422e-10	1.5299010644747502e-09
b'3'	6795000	6810000	657	1.010583651586074e-09	3.0024392982047794e-10	1.8589769793985761e-09
b'3'	6810000	6825000	676	2.4612891259550743e-09	1.6233955658645109e-09	2.838748622946935e-09
b'3'	6825000	6840000	803	8.280643695188217e-10	1.9996703704089353e-10	1.7208278715327706e-09
b'3'	6840000	6855000	247	1.379262615076976e-12	0	6.000263167658785e-10
b'3'	6855000	6870000	529	1.957306608074136e-10	0	1.1383070805009439e-09
b'3'	6870000	6885000	735	5.145551621968284e-10	1.2465349291250797e-10	1.4567470450435497e-09
b'3'	6885000	6900000	803	7.439973437640967e-10	1.6365064806414533e-10	1.6733868535602486e-09
b'3'	6900000	6915000	1000	8.502000843554687e-10	1.6850294395213202e-10	1.7327181651913051e-09
b'3'	6915000	6930000	1013	7.552141810037709e-10	1.3416886582928648e-10	1.6387695820693208e-09
b'3'	6930000	6945000	879	1.3068810182223896e-09	4.1417558919930117e-10	1.93495715376722e-09
b'3'	6945000	6960000	929	1.4263652222859539e-09	6.006597377442039e-10	2.035059966894183e-09
b'3'	6960000	6975000	1233	1.8301964522915962e-09	1.0285410185895653e-09	2.287304764604422e-09
b'3'	6975000	6990000	1172	1.8269345364798282e-09	1.0252791027777973e-09	2.284042848792654e-09
b'3'	6990000	7005000	643	1.1555118195510969e-09	3.808731094295856e-10	1.8902830800532393e-09
b'3'	7005000	7020000	1117	5.156186602882841e-10	1.2571699100396362e-10	1.4578105431350053e-09
b'3'	7020000	7035000	1033	6.496734119998956e-10	1.1420266647804681e-10	1.5377255854643328e-09
b'3'	7035000	7050000	608	7.22718958878584e-10	1.4237226317863262e-10	1.6521084686747359e-09
b'3'	7050000	7065000	1123	1.987944685739638e-09	1.1792381034836802e-09	2.4282096491146526e-09
b'3'	7065000	7080000	1245	1.190404830421475e-09	4.260708218364757e-10	1.9178655387599873e-09
b'3'	7080000	7095000	1095	5.964883190299883e-10	1.0528506595759628e-10	1.5349053464484692e-09
b'3'	7095000	7110000	1040	7.501483355865039e-10	1.291030204120195e-10	1.6337037366520539e-09
b'3'	7110000	7125000	377	3.2492627105515584e-10	0	1.2483327445626821e-09
b'3'	7125000	7140000	878	4.4964061494366787e-10	6.1348863414011e-11	1.393237004856594e-09
b'3'	7140000	7155000	1137	5.602950936080528e-10	6.90918405356608e-11	1.4987121210265336e-09
b'3'	7155000	7170000	865	6.945411223912817e-10	1.4995215402599242e-10	1.6268657954110165e-09
b'3'	7170000	7185000	1068	5.043792025247907e-10	4.029575307741845e-11	1.4558560054265426e-09
b'3'	7185000	7200000	704	5.191126732254837e-10	5.502922377811142e-11	1.4705894761272354e-09
b'3'	7200000	7215000	988	4.990634066469065e-10	3.4979957199534226e-11	1.4505402095486581e-09
b'3'	7215000	7230000	799	1.1754503323661821e-09	4.1111632378118286e-10	1.9029110407046943e-09
b'3'	7230000	7245000	817	4.0995623125712946e-10	5.356587236611722e-11	1.3546542954773912e-09
b'3'	7245000	7260000	1034	7.755066154257492e-10	1.7129946444755152e-10	1.6746590068572063e-09
b'3'	7260000	7275000	1193	1.3553151608468584e-09	5.013862082979815e-10	1.9616854814684662e-09
b'3'	7275000	7290000	1276	1.1441675191747355e-09	3.6079227672231334e-10	1.893462778347291e-09
b'3'	7290000	7305000	761	1.3140006066442046e-09	4.2129517762111615e-10	1.942076742189035e-09
b'3'	7305000	7320000	976	2.1759615345469146e-09	1.3817035473890943e-09	2.5881282575208648e-09
b'3'	7320000	7335000	1239	6.553175575556555e-10	1.1984681203380666e-10	1.5433697310200926e-09
b'3'	7335000	7350000	1277	7.669925544441537e-10	1.4594723926966932e-10	1.6505479555097037e-09
b'3'	7350000	7365000	900	2.635610928451626e-09	1.930523953534624e-09	2.9619238884378225e-09
b'3'	7365000	7380000	1293	2.1205743028562823e-09	1.3110442265495965e-09	2.5138993753681677e-09
b'3'	7380000	7395000	1250	7.590216516992705e-10	1.3797633652478605e-10	1.6425770527648204e-09
b'3'	7395000	7410000	1024	5.813186436570477e-10	9.011539058465574e-11	1.5197356710755287e-09
b'3'	7410000	7425000	926	1.0764726801784202e-09	3.4434569891629355e-10	1.8399208459754074e-09
b'3'	7425000	7440000	1420	1.0385029878730477e-09	3.181742564879918e-10	1.8321448234566614e-09
b'3'	7440000	7455000	1335	1.0623049129798136e-09	3.4197618159475773e-10	1.8559467485634273e-09
b'3'	7455000	7470000	1041	1.6875867086794688e-09	8.529032918512275e-10	2.2141622196523733e-09
b'3'	7470000	7485000	1277	7.597181693711411e-10	1.5551101839294338e-10	1.6588705608025981e-09
b'3'	7485000	7500000	819	1.0753536464454e-09	2.833439164235967e-10	1.8099173674064345e-09
b'3'	7500000	7515000	286	4.3294671524638126e-10	4.465496371672439e-11	1.3765431051593075e-09
b'3'	7515000	7530000	1037	6.005821238025061e-10	1.0937887073011409e-10	1.5389991512209871e-09
b'3'	7530000	7545000	1267	1.2709319322653176e-09	4.1469339524832207e-10	1.9521353648162763e-09
b'3'	7545000	7560000	575	1.1352881692379132e-09	3.5191292678549104e-10	1.8845834284104685e-09
b'3'	7560000	7575000	1023	1.1024585630100072e-09	3.703315817478805e-10	1.865906728806994e-09
b'3'	7575000	7590000	1156	5.297037944380773e-10	6.562034499070504e-11	1.4811805973398292e-09
b'3'	7590000	7605000	1199	1.9150078896934616e-09	1.0418422443503404e-09	2.37775867738211e-09
b'3'	7605000	7620000	809	1.2456049075091878e-09	3.8936637049219225e-10	1.9268083400601467e-09
b'3'	7620000	7635000	982	2.5583214433420873e-09	1.8127920301379272e-09	2.915462182546541e-09
b'3'	7635000	7650000	655	1.2918116468368622e-10	0	8.52887978604663e-10
b'3'	7650000	7665000	529	2.7268609842045996e-11	0	6.407851071695946e-10
b'3'	7665000	7680000	705	3.311117402607577e-10	0	1.313202418486169e-09
b'3'	7680000	7695000	676	6.756093483498584e-10	1.401386028280096e-10	1.5636615218142955e-09
b'3'	7695000	7710000	880	6.692037385593409e-10	1.337329930374921e-10	1.557255912023778e-09
b'3'	7710000	7725000	859	6.417429243432323e-10	1.511897595873521e-10	1.6021638948737386e-09
b'3'	7725000	7740000	935	1.440722240285938e-10	0	9.767234164680644e-10
b'3'	7740000	7755000	1046	9.517227883268567e-10	2.4556369879054993e-10	1.7873194135528884e-09
b'3'	7755000	7770000	799	3.857910306927716e-10	2.940067180175934e-11	1.3304890949130334e-09
b'3'	7770000	7785000	842	6.490087381528785e-10	1.1353799263102965e-10	1.5370609116173157e-09
b'3'	7785000	7800000	1187	4.9680065516117e-10	1.0689898587684959e-10	1.4389925380078914e-09
b'3'	7800000	7815000	1344	1.5656827284837265e-09	6.569717012249693e-10	2.134066518517604e-09
b'3'	7815000	7830000	1272	1.8565562991090825e-09	1.0888096134387151e-09	2.2868594588798558e-09
b'3'	7830000	7845000	1211	1.3739690908161754e-09	5.200401382672986e-10	1.980339411437783e-09
b'3'	7845000	7860000	1151	5.851070629799451e-10	6.792951774599634e-11	1.5384066689013322e-09
b'3'	7860000	7875000	1272	1.798150933256469e-10	0	1.0903314944903308e-09
b'3'	7875000	7890000	1197	6.947265791537856e-10	1.5013761078849623e-10	1.6270512521735203e-09
b'3'	7890000	7905000	1294	7.520314941928328e-10	1.7168479849288142e-10	1.6814210039889847e-09
b'3'	7905000	7920000	287	5.975840516957958e-10	8.040650646184701e-11	1.5508836576171827e-09
b'3'	7920000	7935000	1256	9.537379671900483e-10	2.4757887765374155e-10	1.78933459241608e-09
b'3'	7935000	7950000	1211	7.803787348454637e-10	1.5933341967097934e-10	1.6639341359110137e-09
b'3'	7950000	7965000	1203	2.122986835667085e-09	1.3134567593603993e-09	2.5163119081789706e-09
b'3'	7965000	7980000	1208	1.773519927511469e-09	8.66611592970035e-10	2.2428758594094768e-09
b'3'	7980000	7995000	1183	7.619886067156987e-10	1.5778145573750102e-10	1.6611409981471558e-09
b'3'	7995000	8010000	1129	1.16979261404978e-09	3.9515390392826866e-10	1.9045638745519228e-09
b'3'	8010000	8025000	877	5.882571863922781e-10	7.107964115832932e-11	1.541556792313665e-09
b'3'	8025000	8040000	1091	4.949229615114606e-10	1.0502129222714019e-10	1.437114844358182e-09
b'3'	8040000	8055000	1066	0	0	5.986470541508015e-10
b'3'	8055000	8070000	1137	5.070350071597754e-10	4.295155771240318e-11	1.458511810061527e-09
b'3'	8070000	8085000	1000	2.8653365509792244e-09	2.134960230444593e-09	3.19675013644296e-09
b'3'	8085000	8100000	790	2.8235318754157193e-09	2.093155554881088e-09	3.154945460879455e-09
b'3'	8100000	8115000	1276	9.418439328019456e-10	2.1363544762298504e-10	1.7723094402750672e-09
b'3'	8115000	8130000	1092	8.455816078982217e-10	1.6388446749488498e-10	1.7280996887340579e-09
b'3'	8130000	8145000	1236	6.79403511613058e-10	1.4393276609120917e-10	1.5674556850774952e-09
b'3'	8145000	8160000	1285	1.4409525037212442e-10	0	9.76746442811595e-10
b'3'	8160000	8175000	1556	5.72586176996266e-10	8.138292392387399e-11	1.511003204414747e-09
b'3'	8175000	8190000	1110	5.712108264557412e-10	8.000757338334918e-11	1.509627853874222e-09
b'3'	8190000	8205000	1073	4.731478911512988e-10	1.1991717147721853e-10	1.386239346374857e-09
b'3'	8205000	8220000	948	7.637585948927474e-10	1.5955144391454967e-10	1.6629109863242042e-09
b'3'	8220000	8235000	923	5.835575817611048e-10	9.235432868871281e-11	1.5219746091795857e-09
b'3'	8235000	8250000	909	2.9499101177814287e-09	2.2195337972467972e-09	3.2813237032451643e-09
b'3'	8250000	8265000	1002	9.460220179790304e-10	2.1781353280006986e-10	1.776487525452152e-09
b'3'	8265000	8280000	996	1.852076728321574e-09	1.0843300426512066e-09	2.282379888092347e-09
b'3'	8280000	8295000	828	1.975175655740515e-09	1.1269107946097495e-09	2.402559722765986e-09
b'3'	8295000	8310000	892	2.871857392168535e-09	2.1414810716339033e-09	3.2032709776322704e-09
b'3'	8310000	8325000	1356	1.7984317189919429e-09	8.737813058109266e-10	2.3060830510742467e-09
b'3'	8325000	8340000	1246	2.0597704401360047e-09	1.252303768831736e-09	2.493942338569538e-09
b'3'	8340000	8355000	1296	1.2201644507766424e-09	4.4082543106913893e-10	1.9029096056329766e-09
b'3'	8355000	8370000	1108	7.555043029641403e-10	1.3445898778965586e-10	1.6390597040296904e-09
b'3'	8370000	8385000	971	6.558758161704582e-10	1.6532265141457792e-10	1.6162967867009645e-09
b'3'	8385000	8400000	1195	5.821269580279929e-10	9.092370495560087e-11	1.5205439854464737e-09
b'3'	8400000	8415000	1328	1.0821769085418119e-09	3.500499272796852e-10	1.845625074338799e-09
b'3'	8415000	8430000	1461	1.3839722959313126e-09	5.650226905789756e-10	2.000003133383854e-09
b'3'	8430000	8445000	1083	1.5624763599876832e-09	6.537653327289259e-10	2.1308601500215607e-09
b'3'	8445000	8460000	1346	2.8765872623006532e-09	2.1462109417660217e-09	3.208000847764389e-09
b'3'	8460000	8475000	1154	1.0456002726396032e-09	3.252715412545473e-10	1.839242108223217e-09
b'3'	8475000	8490000	559	3.257367784111991e-10	1.0143472140945958e-13	1.2491432519187253e-09
b'3'	8490000	8505000	989	1.0073305647602754e-09	2.6363905083332805e-10	1.8380140756265122e-09
b'3'	8505000	8520000	1290	2.232386456809649e-09	1.4010878213255036e-09	2.601141055887907e-09
b'3'	8520000	8535000	1514	2.2370907088885756e-09	1.40579207340443e-09	2.6058453079668335e-09
b'3'	8535000	8550000	1383	2.6044209009850975e-09	1.874961138946233e-09	2.9390672671586275e-09
b'3'	8550000	8565000	1271	1.3149802853563695e-09	4.222748563332811e-10	1.9430564209012e-09
b'3'	8565000	8580000	1381	1.556445227322958e-09	6.477342000642007e-10	2.124829017356835e-09
b'3'	8580000	8595000	1238	5.43189277617259e-10	9.353450309140507e-11	1.495481700312936e-09
b'3'	8595000	8610000	1310	1.1779337129975138e-09	4.0329500287600256e-10	1.9127049734996567e-09
b'3'	8610000	8625000	869	1.314075080916543e-09	4.2136965189345463e-10	1.9421512164613735e-09
b'3'	8625000	8640000	1296	1.4413752583118642e-09	6.156697737701142e-10	2.0500700029200933e-09
b'3'	8640000	8655000	1033	7.669076218125312e-10	1.6270047083433354e-10	1.6660600132439883e-09
b'3'	8655000	8670000	1002	8.739549475036228e-10	1.9225780710028608e-10	1.7564730283394592e-09
b'3'	8670000	8685000	859	1.1473538299562234e-09	3.639785875038013e-10	1.896649089128779e-09
b'3'	8685000	8700000	533	1.235188271903536e-09	3.7894973488654047e-10	1.9163917044544945e-09
b'3'	8700000	8715000	892	1.0075991555942267e-09	2.639076416672793e-10	1.8382826664604634e-09
b'3'	8715000	8730000	1136	3.1935439432649375e-10	0	1.24276086783402e-09
b'3'	8730000	8745000	995	1.2561967567244732e-09	4.2014231715644965e-10	1.94155537102966e-09
b'3'	8745000	8760000	1236	2.062581797191246e-09	1.2551151258869773e-09	2.496753695624779e-09
b'3'	8760000	8775000	1286	1.4387278986641368e-09	5.764997639404398e-10	2.0207313441014883e-09
b'3'	8775000	8790000	1132	1.3611727750567142e-10	0	8.598240914266482e-10
b'3'	8790000	8805000	793	8.539439112633631e-10	2.2584657878543496e-10	1.7467074132773122e-09
b'3'	8805000	8820000	714	2.922740427951482e-09	2.1923641074168506e-09	3.2541540134152177e-09
b'3'	8820000	8835000	990	5.143715993760002e-10	1.2446993009167977e-10	1.4565634822227215e-09
b'3'	8835000	8850000	1223	5.46555111018336e-10	9.690033649248212e-11	1.4988475337140132e-09
b'3'	8850000	8865000	711	1.6620446411819426e-09	7.993152768448756e-10	2.1363895378767873e-09
b'3'	8865000	8880000	1312	1.6809034869117554e-09	8.462200700835141e-10	2.2074789978846597e-09
b'3'	8880000	8895000	1247	5.261886386880453e-10	6.210518924067305e-11	1.4776654415897972e-09
b'3'	8895000	8910000	1102	1.6011243966330636e-09	7.282717828350717e-10	2.134145812526905e-09
b'3'	8910000	8925000	1175	2.4683782149879803e-10	0	1.210414834123637e-09
b'3'	8925000	8940000	1065	1.2454656996809909e-09	3.892271626639953e-10	1.9266691322319496e-09
b'3'	8940000	8955000	1005	1.1700006735109656e-09	3.9536196338945436e-10	1.904771934013108e-09
b'3'	8955000	8970000	1129	4.182324573363578e-10	6.184209844534559e-11	1.3629305215566195e-09
b'3'	8970000	8985000	1307	8.227975882588706e-10	1.817472698748529e-10	1.7339450290885224e-09
b'3'	8985000	9000000	1368	1.3894830930409345e-09	5.705334876885975e-10	2.005513930493476e-09
b'3'	9000000	9015000	1128	1.0956017091551202e-09	3.634747278929935e-10	1.8590498749521073e-09
b'3'	9015000	9030000	1487	1.2432927598372665e-09	3.8705422282027096e-10	1.924496192388225e-09
b'3'	9030000	9045000	1188	5.112103511054875e-10	4.71269016581153e-11	1.4626871540072392e-09
b'3'	9045000	9060000	1473	1.5591908695861107e-09	6.504798423273534e-10	2.1275746596199883e-09
b'3'	9060000	9075000	871	1.1236820821893028e-09	3.403068397368807e-10	1.872977341361858e-09
b'3'	9075000	9090000	802	2.9887257546561725e-09	2.258349434121541e-09	3.320139340119908e-09
b'3'	9090000	9105000	1137	1.0449269514536195e-09	3.245982200685636e-10	1.8385687870372332e-09
b'3'	9105000	9120000	530	7.533909455913962e-10	1.730442498914448e-10	1.682780455387548e-09
